tf_idx,target_idx,label
12351,5243,0
12146,1494,0
2967,4135,0
2980,7485,1
9922,3003,0
12378,3807,1
9916,5718,1
3683,384,0
4310,8071,0
10526,4384,1
2392,2959,1
4304,3699,1
9913,5780,1
2281,3230,1
5711,8402,0
6663,9349,1
2957,4244,1
6370,10215,0
8425,7591,1
7252,11860,1
2960,7639,1
6672,8173,1
10650,2867,0
10502,9806,1
2967,2004,0
7958,10847,0
3258,1295,0
10499,6803,1
2560,993,0
12442,4271,0
12593,10053,0
7261,2829,0
7958,1292,1
7842,5111,0
4308,9436,0
8987,4746,0
6663,5337,0
3522,2595,0
3135,2164,1
423,3447,0
12162,3139,1
3133,11541,1
2957,6406,0
12324,2996,0
5930,7400,0
6383,6185,0
2282,2794,0
2989,509,0
7261,6281,1
12135,3731,0
7830,8987,1
10620,9602,1
9996,707,1
10500,10995,1
4421,2246,1
6085,10167,1
2987,8694,1
3846,6221,0
4615,9489,0
9925,12241,1
742,1268,1
12146,11781,1
7958,12105,1
11078,6424,1
12135,7098,0
4622,7436,1
6085,690,1
2558,9472,0
12662,1361,0
12378,11118,1
10620,9869,1
6383,206,1
7612,7778,0
9995,10542,1
12340,3029,0
4538,1104,0
10167,742,1
7956,10526,1
2957,10046,1
6664,8627,1
12442,9038,0
9995,12438,1
10389,594,1
9916,9148,1
6856,1415,1
3787,7208,0
9806,5851,1
10389,10331,1
2281,1754,1
2921,1156,0
4313,12134,0
9995,208,1
10389,4293,1
10168,1662,0
12563,203,0
12378,723,1
8558,2641,0
3258,493,0
742,9896,0
9805,163,0
9932,240,0
2393,4758,0
4304,4321,1
9732,1123,0
2556,4979,0
10500,12138,1
7958,12133,1
9033,15,1
2991,9694,1
12378,4747,1
4856,9970,0
10501,3505,0
6670,8272,0
475,6090,1
10526,11334,1
10168,9012,1
3846,4194,0
12275,8065,1
565,5914,1
6374,5500,1
6683,12536,0
9995,5704,0
6672,1230,1
6683,12696,0
5837,1154,0
9735,11287,1
8601,4758,0
2288,7657,1
2979,10447,0
12275,8565,0
10167,3812,0
6682,2417,1
3133,12138,1
9924,11496,0
12700,2674,0
2957,9576,1
3846,2118,1
6673,8447,1
4253,10578,0
10474,11059,0
2281,11401,1
7048,1789,0
10069,1916,1
3648,5947,0
2957,3004,1
9995,4825,0
2282,10218,0
2286,5964,0
6138,5652,0
7252,4337,1
4622,9384,0
7836,1693,1
12328,9944,1
2281,6461,1
7956,5847,1
2284,4350,0
2281,9179,1
8601,2190,1
4313,2375,0
7252,5958,1
5837,4799,0
6275,1542,0
9806,11817,1
3586,7443,0
423,580,1
6383,11255,0
6867,5560,0
2957,10188,1
2959,11725,0
2921,11138,0
7841,8750,0
12322,11817,1
10502,9069,1
2988,12365,0
5667,11690,1
2988,8868,0
10502,3253,1
4309,1798,0
3135,6630,1
669,4066,0
3135,10209,1
2921,11407,1
6085,5584,1
7252,9007,0
7261,9922,1
6377,3813,0
3135,8478,1
10526,4573,1
8558,143,0
8243,4643,0
6659,10864,0
10503,730,0
12162,1235,0
9916,11860,1
4314,4312,1
566,2356,1
7612,2955,0
2282,1314,0
6672,1161,1
12652,2198,0
6673,1811,1
3648,8485,0
12324,8797,1
9732,666,0
5710,6407,0
10166,9037,0
7842,10229,0
2507,6629,1
10168,12664,0
3258,709,1
2957,7317,1
2921,11635,1
10389,1904,1
6544,12504,0
6657,7220,0
2989,1802,0
2288,1082,0
8425,11860,1
3133,5542,1
12124,5701,1
9734,6186,1
3135,11019,1
7841,6296,0
6853,11329,0
3781,2740,0
564,709,1
6862,6620,0
9732,7418,0
5667,8322,1
6383,430,1
2281,5950,1
11078,8859,0
3258,11816,0
2554,11499,0
3787,9296,0
2283,96,0
5930,10700,1
12383,7728,0
11529,2525,0
9916,9921,1
11733,2905,1
6851,7817,0
9995,10543,1
6864,4255,0
1989,5496,0
4421,7230,1
6856,3634,0
1355,3055,1
3846,7407,1
6862,5846,1
7836,11247,0
8427,3698,0
6370,11029,1
6878,4954,0
10167,4174,1
3135,9062,1
2959,3386,0
5711,3386,0
5933,10657,0
6878,10450,1
12340,5243,0
2540,5802,1
9925,6136,1
2349,4261,0
9734,6311,0
5933,6523,0
6138,12623,0
6862,9123,1
742,11841,1
11078,7633,1
10462,292,0
6370,12352,0
6856,10373,1
4421,3915,1
2281,289,1
564,11817,1
6085,10542,1
2507,4074,0
11833,1561,1
4858,4506,0
11077,182,1
2284,7305,0
8601,7785,1
9734,1183,1
10501,3627,0
2349,11964,1
7612,7999,1
10069,12479,0
2560,1963,0
12124,11766,0
10168,4188,1
2958,662,0
6383,11950,1
4617,3465,0
6085,8468,1
1345,7035,0
2957,1869,0
2957,1838,1
5711,619,0
12378,134,1
6657,10456,0
11732,3209,1
6852,4771,0
10389,1323,1
3133,3015,1
2980,11584,1
11078,8102,0
7384,1904,1
9925,3239,1
9995,8124,1
10526,7347,1
4858,4193,0
9995,5698,1
9925,4513,1
2393,1442,0
6883,8069,0
4304,4359,0
1355,9655,0
4420,3257,0
10166,10523,0
2281,12287,1
9816,3206,0
10526,532,1
7830,2091,1
742,3218,0
6663,5758,1
4314,9014,0
6856,4695,1
9995,10288,1
11733,9006,0
12351,11761,1
2392,9315,0
9806,4745,1
6383,1063,1
4313,11054,0
6664,7127,0
6673,11810,1
11833,10032,0
9925,12042,1
12557,9616,1
10620,1659,1
742,7570,1
3586,2345,1
2281,693,1
6374,1176,1
2967,5709,0
4622,3862,0
3135,7309,1
6683,3655,0
509,531,1
2286,10282,0
4613,2683,0
4308,10820,1
9925,8797,1
6673,8397,1
7842,11184,0
9913,3397,0
7612,9422,1
2960,3143,0
6085,8379,1
5710,9878,1
7612,3890,0
9916,10320,1
3133,2314,1
7841,2351,0
10502,6304,0
12564,6054,0
10501,2267,0
2957,2605,1
9995,9733,1
6861,9136,0
3135,6585,1
6861,12003,0
509,4,0
9924,10140,0
6659,12122,0
12593,10259,0
11078,5894,1
2392,8109,1
4314,11319,1
8986,4629,0
475,692,1
8425,8637,1
3135,10400,1
12652,8972,0
1989,3152,0
12378,10196,1
9916,7365,1
6658,7542,0
5835,12162,1
566,11388,1
2554,6667,1
4421,4684,0
3135,7205,1
4622,10721,1
6856,6664,1
9933,11538,0
6383,9846,1
11077,4622,1
423,4708,1
3720,11594,0
3135,6883,1
5837,7758,1
9996,12082,0
7836,10797,1
6858,9657,0
9995,7999,1
6378,428,0
3683,602,0
12378,1292,1
9735,5388,0
9805,6927,0
4622,12073,1
2988,423,1
10169,6585,0
2283,4147,0
12383,5855,0
9734,2314,1
10169,9453,1
2921,8159,1
2343,2299,0
3670,8384,0
8986,5958,1
6672,5483,0
4314,6548,1
687,1778,0
4309,6316,0
2558,2287,0
3778,5020,0
2553,1968,0
2989,6630,0
9916,9212,1
2987,4255,1
10066,8759,0
9805,7561,0
3846,3259,1
5930,3160,0
11733,7441,0
6664,10428,1
6543,6544,1
6659,1909,0
12378,12487,1
12595,2841,0
1355,1679,0
2507,8421,1
10501,7331,0
3135,9998,1
4623,5643,1
8036,4852,0
9995,2385,1
3522,4907,0
4310,10631,0
4617,2829,1
10499,7251,1
6664,3214,0
3748,8158,0
6085,5479,1
2281,10430,1
7251,1263,1
12184,11602,0
3133,10542,1
12272,2415,0
10169,9518,0
6861,3427,0
9455,3357,0
10618,6304,0
5711,2934,1
4669,11423,0
4668,6385,1
10166,12378,1
2537,8906,1
6683,9840,0
8987,4144,1
10585,9607,0
2987,6518,1
11732,8602,0
7250,2004,0
12118,3191,0
9732,2198,0
7958,1875,1
6085,12034,1
12162,9512,1
9922,3678,0
10168,8645,0
12378,768,1
6672,10629,1
7048,10351,0
12146,8243,1
12162,6201,0
2283,3171,0
6856,12750,0
6856,3158,0
10500,3518,1
2284,2229,1
6682,5783,0
3135,6367,1
9448,12518,1
4615,7384,1
3846,1468,0
6275,7203,0
4253,1997,0
2288,7698,0
5947,9900,1
12652,9080,0
2281,10046,1
8986,10377,0
6664,152,0
5947,5858,1
11078,8192,0
4312,12089,0
10499,1310,1
1989,7696,0
2987,9427,0
6085,2795,0
12184,2150,0
5837,7294,0
4613,2341,1
2349,2362,0
2281,10113,0
2960,177,0
2957,11065,0
6867,2856,0
687,12139,0
423,206,1
742,9151,0
6664,6615,1
10069,2959,1
3749,8921,1
2288,11684,0
2558,6013,1
3648,7,0
7261,6656,1
7958,349,1
3133,4585,1
9913,12317,0
4615,1502,0
2281,12731,1
11833,1746,1
9925,9137,1
2957,3020,1
2554,4085,0
6861,3225,0
4308,12772,0
10169,8434,1
5837,11312,1
4613,8571,1
9995,6178,1
3191,8955,0
6858,10132,0
423,7630,1
3846,2429,1
4613,4483,0
12272,7317,0
9735,4760,0
9925,151,1
12146,8745,0
4622,8411,1
10620,5908,1
4613,9024,0
6411,11427,0
6862,1900,0
3135,8368,1
2288,8434,1
1353,10593,1
12124,12385,1
9996,442,1
10501,6085,1
6852,10801,1
12124,6280,1
7252,2678,0
6383,7994,1
10474,3446,1
6085,8229,1
3135,11182,0
10389,12574,1
2288,4241,1
10501,12755,0
3191,2629,0
9922,9734,1
2977,6590,0
9734,8827,1
12322,12142,0
9930,9078,1
12442,12412,0
7612,4557,1
6754,10617,0
3133,5731,1
2921,10288,1
5667,7763,0
10585,1021,0
7958,2121,1
2957,10156,1
10620,1586,0
3135,10799,0
2286,12069,0
742,6864,1
6861,3317,0
7384,4315,0
10069,5967,0
6682,12769,1
7840,962,0
12652,9282,1
8986,2751,1
8425,7983,0
6867,1812,0
4309,1901,1
6672,4196,1
6544,5251,0
2554,1887,0
4309,1500,1
2343,458,0
11528,1302,1
6085,8620,1
7612,3004,0
10389,4174,1
10167,1505,1
9995,10389,1
6383,2945,0
6673,8817,0
4668,3781,1
7958,1239,1
1353,414,1
6085,9367,1
669,8045,0
6085,9132,1
12162,8777,1
9995,11857,1
423,6616,1
12563,815,0
2979,1605,0
2553,96,0
6383,7368,1
3586,7514,1
5667,12569,0
2959,3085,1
6682,11572,0
6851,6182,0
2281,6607,1
11833,9731,1
7958,7513,1
6673,711,1
9448,2392,0
2394,12095,0
8600,356,0
3586,479,1
9735,9455,1
6383,6016,1
2560,3141,0
12184,11908,0
2988,1807,0
10650,2894,0
5710,6352,1
2957,180,1
5834,9246,1
6673,4196,1
3749,4541,1
12662,8747,0
10389,10568,1
12146,6320,1
9925,6405,1
2281,11728,0
12378,11179,0
9995,9979,1
2989,7117,0
8575,10314,1
2281,10185,1
2957,3042,1
12442,12302,1
3729,2317,0
3720,1062,0
12378,9750,1
12272,407,1
12378,4504,1
2281,7916,1
10501,7556,0
2553,231,0
12118,1706,0
10503,8271,0
12083,4682,1
9925,8412,0
10167,5321,0
2960,5157,0
12442,8450,0
9930,3775,0
12146,1116,0
6673,12698,1
12564,5627,0
10168,5368,0
12351,12415,0
2393,6603,0
3135,2314,1
6663,7999,1
669,8592,1
9453,8855,0
6661,6344,0
7261,10968,0
6374,7285,0
2558,1484,0
12700,7761,0
6085,3612,1
8986,6969,0
12184,9523,0
9925,749,1
2977,5027,0
3135,12736,1
6370,11331,0
9995,11576,1
9806,9596,0
9816,688,0
8986,4211,0
3670,2938,0
12378,10752,0
7958,465,1
2556,6672,1
10169,2294,1
6085,5911,1
10069,10961,0
9734,11402,0
3135,4208,1
8243,8227,0
7384,5499,1
2394,3535,0
8558,10167,1
8036,6042,0
2957,7791,1
9933,1332,0
6085,9900,1
10590,11284,1
8986,11999,1
3135,6405,1
12564,12000,1
3133,6367,1
2921,3117,0
10502,6076,0
1829,1700,0
10503,3177,0
9735,10526,1
12124,7380,0
2281,2892,1
4310,119,0
9933,9932,1
11078,6364,1
6383,10505,1
6370,5926,0
9734,11834,1
3683,4816,0
2553,11063,0
12146,11149,0
10620,9769,1
2285,6699,0
3135,42,1
4625,897,0
3781,8013,0
3586,6292,0
10618,6636,0
6659,11069,0
6138,8601,1
10526,531,1
6085,10184,1
4622,2421,1
2504,1318,0
7384,1456,0
11528,2582,1
687,8981,0
7958,3133,1
2921,5717,1
12652,7910,0
2980,6423,0
12652,1721,1
6682,862,0
4142,6629,1
6864,4546,0
9925,12118,1
6663,2796,0
4625,6659,1
6374,9206,0
3135,1799,1
2507,7472,1
423,11578,1
12700,2461,0
3846,673,1
10502,10988,1
4668,168,0
2507,5881,1
2540,11833,1
4304,4735,0
2281,5507,1
9734,3973,0
2957,12497,0
3846,11531,0
12134,10533,0
12124,10395,1
4625,10328,1
2960,2984,0
1829,4139,0
2979,6506,0
6856,4045,0
9932,2884,1
2285,9802,0
1354,4676,0
10462,5790,0
5930,2527,0
9734,3259,1
5834,8627,1
2988,1183,1
9916,6993,0
9735,3486,0
2977,5486,0
10499,348,1
5834,7508,0
6383,10606,1
5712,846,0
2282,2489,0
2957,4625,1
9913,9489,0
3133,142,1
10166,9045,1
3522,10753,0
8558,1240,0
5710,10334,0
6383,2445,1
3846,3856,1
6878,8104,1
2967,11511,0
10166,3675,0
2967,6466,0
8243,9833,0
12322,1195,0
10389,8681,1
2957,7924,1
3670,5850,0
4625,3442,0
5930,1134,0
2959,4174,1
6374,7488,1
1353,3554,1
12270,259,0
10462,3691,1
6275,2487,0
475,10391,0
6383,7613,0
6411,6534,0
2507,8002,1
2957,1637,1
566,7350,0
11833,3279,1
2286,5138,0
8558,9455,1
10462,12691,0
3847,3980,0
3133,4872,1
2957,11959,1
9805,10718,0
3135,3380,1
6383,6388,1
9933,5757,0
4304,11596,0
4308,849,0
509,2229,1
2393,9014,0
10462,11493,0
3133,6370,1
4858,6365,0
10167,5668,1
4613,10428,1
2960,7436,1
12322,492,0
6442,1348,0
2554,6699,0
12184,898,0
2972,3120,0
11732,2128,1
6085,6549,1
7842,12326,0
4625,3042,0
7840,2955,0
4625,4391,1
3720,2982,0
3781,7374,0
3135,11159,1
2987,1331,1
11833,8120,1
9734,4381,0
9995,710,1
6856,408,0
12564,11476,0
6544,11146,0
4304,10402,1
11078,684,0
6862,7180,1
4858,11507,0
4310,7773,0
7958,11031,1
1353,5444,0
9995,1255,1
3748,9364,1
4312,6970,0
3135,1045,1
2283,45,1
9916,12138,1
2507,8319,0
6754,8338,0
9732,4922,0
707,176,0
2957,8571,1
9995,5851,1
7842,2421,1
6856,10577,0
11732,3894,0
6658,7525,1
2989,3259,0
707,9651,0
10620,3622,0
10389,10529,1
8425,3429,1
10069,1668,0
3135,10919,1
7958,4856,1
3846,8816,0
6085,10009,1
6852,9503,0
9995,6536,1
9925,8021,0
2537,11359,0
669,9357,1
3137,4802,0
9916,373,1
12118,2395,1
3683,6357,0
9922,7397,0
4619,12403,0
2959,9381,0
2987,2375,1
4625,3687,0
9925,3542,0
2957,6090,1
3133,6915,0
11733,6473,1
10389,158,1
12118,8145,1
12652,6455,0
6683,5473,1
5667,7723,1
12118,7933,0
5707,11245,0
2957,10522,1
12118,8195,1
6683,2082,1
6659,4390,0
2504,3849,0
5947,1603,0
12442,2547,1
4421,3971,1
11529,3983,0
6858,12607,0
6378,12524,0
12563,1715,0
687,9899,0
9916,9649,1
9913,7425,0
10389,1566,1
6085,5851,1
10502,5322,0
5930,2229,1
9448,9316,0
6682,8834,0
2560,4105,0
3787,8632,0
10389,9900,1
12383,6047,0
2977,5542,1
3133,3641,1
6383,1736,0
2980,1372,0
9932,6136,0
10620,7882,1
9932,5645,1
2288,709,1
2987,9863,0
4420,12204,0
3259,4649,0
7836,5698,1
2977,8288,1
5707,5764,1
2424,9552,0
12378,463,1
6370,2988,1
2537,6881,1
8601,12152,0
2288,12484,0
6664,1937,0
707,1122,0
3133,3668,1
1354,12362,0
10501,8183,0
2980,5916,0
2281,10759,0
4304,12095,0
6370,11856,0
10169,1149,0
669,747,1
2967,6430,0
2540,6427,0
2957,4878,1
6085,6681,1
3133,1799,1
2957,362,1
2281,11944,1
2392,5726,1
5930,9059,0
3135,11908,0
2281,4391,1
2957,6971,1
7250,11744,0
7958,4036,0
9995,1901,1
6864,6035,0
12378,6428,1
6383,9088,1
10169,12498,0
3648,1385,0
8986,4928,0
6085,1431,1
2558,7860,0
5947,5864,1
6663,3052,1
9925,4191,1
8986,9799,0
1355,6670,1
9916,2617,1
565,103,0
2537,4475,1
7251,9928,1
6661,7326,0
11833,673,1
2537,4800,0
9933,7247,0
9916,9484,1
4304,7463,0
10169,10166,0
3135,8507,1
6542,11860,1
3781,2365,0
2281,12351,1
11528,2918,0
10166,9046,1
4142,596,0
6085,1379,0
10499,6725,0
3847,11050,0
12162,5961,1
3135,8818,1
5930,2338,1
5667,8360,1
2958,8300,0
10650,11167,0
4613,7096,1
2957,12275,1
8575,693,1
6543,791,1
9925,4337,1
3749,7161,0
4304,1230,1
9995,6629,1
2977,10734,0
4538,3044,0
9925,9891,1
10526,9541,0
4668,3257,1
10389,9369,1
3133,4275,1
707,8044,0
10618,11133,0
6851,5858,0
6815,6584,0
6085,3450,1
6383,2933,0
12563,748,0
6853,3387,0
6672,1760,1
4313,12451,0
2288,479,1
3586,2705,0
9995,2902,1
2283,3855,0
475,3884,0
1345,929,0
2556,8821,0
1345,7842,1
2286,8087,0
9913,931,0
10169,6698,1
509,2261,0
10389,8313,1
1353,10715,0
10166,3931,1
10066,9579,1
4314,4576,0
2987,434,1
9453,8957,0
12351,4231,0
12275,1898,1
10389,11411,1
10500,8762,0
6862,11065,0
669,3212,0
3846,4258,1
4304,11004,1
3133,2452,1
4142,12016,0
9732,12192,0
12593,2478,1
5834,6659,1
2288,2831,1
9806,2864,1
6138,2567,1
9930,9604,0
2281,7776,1
12378,6803,1
10502,7541,0
6683,10249,0
3135,9734,1
10500,4144,1
6370,11263,0
12324,7813,0
10389,1002,0
8427,8098,0
12442,8362,1
9995,5882,1
10590,6524,1
2967,568,0
2504,4275,0
7251,9222,0
2281,7450,0
10166,12244,1
2392,2343,1
2288,12017,1
6856,6593,1
9922,10428,1
8600,155,1
8575,6823,1
4142,1485,1
10501,11117,0
4622,3498,1
9925,10689,1
9922,1688,1
3787,2401,0
2281,8836,1
5930,7205,1
6851,3704,0
10650,7828,1
10389,8507,1
12564,4069,0
2957,12255,1
5835,4773,1
8425,11473,0
2284,11987,1
9996,9473,1
12184,11443,0
6878,8134,0
566,9683,1
9735,12669,0
2556,5430,0
10389,2927,1
12162,12779,0
7841,1705,1
7841,9535,0
6383,7964,1
3799,12483,0
6663,7554,1
11078,4990,0
12322,9626,1
9922,5318,0
7958,2166,1
4617,8783,0
9922,1429,0
12162,9407,1
566,10465,0
9995,5639,1
6683,5959,0
6858,11704,1
9925,2220,1
6682,4829,0
2972,8500,0
6383,8845,1
2991,3055,1
6085,2166,1
3522,1766,0
12351,9233,0
1353,2268,0
8987,3987,0
2989,2793,1
6085,1649,1
9925,6373,0
6863,5929,0
6672,6090,1
3648,2422,0
6862,4651,0
12146,8667,1
4304,9196,1
6658,8627,1
4613,7176,0
2560,7001,0
12324,5943,0
10462,9179,1
2957,9738,1
5712,12078,0
2286,8469,0
7842,8967,1
12652,1692,0
2537,12030,1
2991,4694,0
10499,8159,1
12351,1060,0
9916,10413,0
10620,3054,1
2957,1467,1
4314,5034,0
10499,2076,0
6683,749,0
3675,7078,0
9930,11719,0
2921,521,0
9734,10661,1
2558,2495,1
11733,8174,1
6442,1937,0
669,9686,1
10462,4530,1
2282,7697,1
10066,1396,0
3670,7779,0
6543,3015,0
6867,7614,1
3133,10132,1
3078,5660,0
12378,962,1
9995,10661,1
1353,10167,1
12557,8047,1
9806,9980,0
2507,224,0
2281,9626,1
2960,12138,1
3135,11508,1
5707,5162,0
2957,9420,1
9930,12190,0
11529,12351,0
12442,5914,1
12118,10613,0
9920,12419,0
11732,5692,1
10620,4334,0
6383,6871,1
3683,6435,0
12118,3308,1
10389,11067,1
9453,3010,0
6383,9954,1
2988,123,0
9033,5330,0
8601,12211,0
2957,4485,1
6852,9583,0
10526,2531,0
5667,10948,0
10499,6534,1
6856,8894,1
8575,762,0
3846,5643,1
6664,10700,1
2960,3692,1
3133,8571,1
2540,7828,1
3137,1013,0
509,5181,0
9734,10612,1
6863,10877,0
6411,10914,0
9995,11999,1
6370,1665,0
3133,6802,1
4314,10600,1
4142,7099,1
9916,9147,1
3259,3258,1
2972,8051,0
7833,3532,0
5837,9297,1
3774,3200,0
6383,4781,1
6862,10107,1
10650,11583,0
565,3729,0
2393,12766,0
3135,8571,1
4622,11996,0
6370,1118,0
8601,1415,1
10389,7467,0
3135,4179,1
8987,434,1
742,12367,0
10169,8507,1
6657,11180,0
9913,2119,0
12135,4941,0
4856,9922,1
2959,5938,0
3135,6473,1
707,2052,0
9995,520,1
7384,3765,0
9916,8249,0
12270,578,0
11833,8229,1
4304,8425,1
12366,7208,0
3749,5519,0
6370,7065,0
2959,822,0
11077,5375,0
6682,11471,1
12378,3077,1
10501,5852,0
6085,7353,1
9816,12158,1
12557,58,0
12083,3232,0
2987,12077,1
4421,10028,1
12378,4511,1
10389,4726,1
6658,4869,0
12593,198,1
12322,783,0
10462,534,0
8986,5802,1
6374,4613,1
5712,7741,0
3522,8551,0
12563,3137,0
8558,322,1
6085,5840,1
10069,4726,1
564,1643,0
12083,370,0
6683,4469,0
564,7409,1
2987,9942,0
4420,4138,0
3135,1563,1
9805,260,0
669,11578,1
10527,1794,1
12118,10428,1
2284,12242,1
12324,11970,0
3749,6361,0
12270,3364,0
2957,9421,0
7251,12278,0
7830,7160,1
4313,458,0
423,4384,1
3749,1881,1
8999,3825,0
4312,3190,0
2957,305,1
9995,2173,1
10389,9680,0
12662,6090,0
6682,3049,0
2343,6574,0
2282,2668,0
9916,2288,1
9448,9734,0
3135,7225,1
12378,2507,1
3675,5515,0
12378,9932,1
2281,1805,1
2281,9526,1
8575,2580,0
10389,7913,0
11077,2564,0
10526,9213,1
12272,12308,0
10499,1172,1
4308,11560,0
3135,1014,1
6085,3119,1
5837,2585,1
564,7650,0
1353,7478,1
6658,7188,0
2554,2745,0
2281,11820,1
10618,10183,1
2921,10181,1
2959,289,1
6670,11299,0
2554,9775,0
2959,8451,0
2393,12274,0
4613,1669,0
6883,10710,0
10650,4665,0
12146,4438,0
423,1613,1
9913,7833,0
2980,3423,0
12162,195,1
12272,2217,1
9995,9256,1
4613,128,1
12378,440,1
2424,2977,0
10389,10564,1
2989,4801,0
6682,11981,1
6661,11795,0
687,1200,1
7048,996,1
12184,5325,0
5947,985,0
6672,9614,1
3748,5746,0
3846,136,1
2281,7774,1
2921,6773,0
6672,11817,1
9816,9644,0
10389,9802,1
2553,9315,0
3749,14,1
9925,9124,1
10167,8571,1
2537,3721,0
10526,1799,1
12366,7952,0
9735,6425,1
10618,2613,1
4625,470,1
7840,3736,1
8987,4949,0
6858,3614,1
12652,1829,1
3749,9376,1
9995,2175,1
7840,6383,1
566,12316,0
12146,9749,1
475,1781,0
2447,10652,1
5707,6403,0
12038,12600,0
2921,1842,0
2284,12440,1
2288,4295,1
10526,7357,1
5710,7956,1
4142,5701,1
10474,9802,1
9995,4558,1
4304,10415,1
2392,11630,1
4668,3003,0
10170,3742,0
6378,2615,0
10474,7663,1
12557,3096,0
11733,10611,1
6683,5637,0
9995,11313,1
10499,10184,1
3135,10995,1
12328,3072,0
6275,2755,0
4858,10182,0
10168,1844,0
9732,5334,0
2394,85,1
5947,1669,1
4253,1946,0
509,11834,1
9033,3595,0
2281,11114,1
11733,10253,1
12442,3522,1
1829,7556,0
9995,11864,1
5711,2632,0
10167,4420,1
6377,8816,0
3078,7052,0
6682,5484,0
12378,2031,1
6670,5449,0
2540,10157,1
2282,12275,0
3135,10144,1
10069,6431,0
7251,12010,1
11833,566,1
4538,8239,0
9916,6432,1
6085,5737,1
6085,9267,1
10389,10158,1
7836,4872,1
2980,12715,0
12184,522,0
10502,4242,1
6670,5287,0
4312,7354,0
10527,124,0
6374,8163,0
11077,3127,1
2972,9436,0
2349,5235,0
3259,4618,0
4308,7950,0
11733,6457,1
4308,2384,0
4625,8296,1
2392,3164,0
2957,10924,1
3133,2922,1
12135,12432,0
10170,864,0
3846,4642,1
9996,4842,0
5835,6405,1
4617,10840,0
9996,9927,1
9916,262,1
10167,3897,1
9916,4087,0
10389,4066,0
7958,3600,0
9922,1576,0
3133,1378,1
2980,2484,0
7958,9512,1
11732,6733,0
2957,10547,1
3799,6010,0
12118,260,0
2921,3473,0
8600,2905,0
3135,3915,1
7958,2647,1
2537,6390,0
669,4672,0
6085,10112,1
6138,4541,1
9735,11597,0
8999,3299,0
9448,8358,0
566,1090,1
6085,2559,1
9922,5668,1
3133,8899,1
10618,10313,1
2281,6804,1
6370,8991,1
8600,4554,0
11077,2349,1
1989,4748,0
11733,8698,1
12564,10223,1
9930,464,0
6861,11360,1
2283,7099,1
5835,3368,0
3749,251,1
3135,10202,1
7958,991,1
11833,9088,1
9995,4878,1
10474,12610,0
2281,5872,1
3670,878,0
6411,12026,0
2281,1332,1
9916,10617,1
6664,11584,1
2957,8866,1
4625,9237,0
7384,8089,0
7251,8373,1
8600,8215,0
3847,7881,0
7048,3029,0
564,4223,1
4623,12274,0
7384,9697,0
7956,3929,1
6852,10066,1
9995,4809,1
3133,2246,1
12383,7654,0
687,11002,1
6672,4180,1
10169,8417,1
2989,5166,0
10168,11021,0
564,5652,1
7833,7243,0
707,12124,0
8558,11597,0
4617,8622,0
1353,9902,0
6673,6090,1
6861,1326,0
9735,11578,0
11528,6405,1
2957,2470,1
4304,2388,1
10462,9644,0
9816,7824,0
6858,2350,1
4856,5343,0
4421,3004,1
6673,3673,0
6862,10132,1
3135,1829,1
12083,10793,0
7842,7914,0
9930,9080,0
9932,1268,1
12324,12133,0
3133,10335,1
1355,12181,0
10499,7144,0
10170,409,0
423,6965,1
9995,2128,1
3749,1701,1
6377,3309,0
7384,10568,0
12272,11267,0
10167,289,1
6383,11051,1
10620,9349,1
3135,8648,1
1353,2294,1
2284,9505,1
3135,623,1
12378,1746,1
3847,5797,1
9933,9830,0
9805,11123,0
509,11636,0
6383,5949,1
6085,4767,1
6664,7663,1
3078,11656,0
5667,3740,0
12378,4852,1
2988,4835,0
3135,5718,1
12378,1462,0
6085,8571,1
7836,6206,0
10166,3923,1
3749,9204,1
2537,11935,0
11833,6414,1
9932,3974,1
4623,1838,0
8243,6082,0
2960,2395,1
12134,11670,0
12270,12150,1
9925,10140,0
1989,4150,0
8575,10319,1
6672,3300,1
2540,7925,0
4304,3718,1
6663,985,0
1345,3029,0
2553,8992,0
2957,464,1
6383,1759,1
12272,10284,0
2540,9782,0
2540,2392,0
9806,3245,0
7384,6355,1
6867,4404,0
6682,11858,0
5710,9531,0
9932,11750,0
8600,7758,0
8987,4309,1
2987,105,0
4308,12436,0
7956,6862,1
9922,251,0
12322,5912,1
3259,8169,1
10499,8620,1
12162,5352,0
3191,3076,0
742,5683,0
12162,11813,0
2957,7185,1
12162,6818,0
6683,2396,1
7261,8425,1
6383,8280,1
10499,1078,1
2288,7519,0
6658,2229,1
2393,9910,0
565,1341,0
12378,5851,0
6672,2388,1
4858,8009,0
10620,681,1
2977,2249,0
6856,2530,0
6085,11159,1
7958,10066,1
10499,9186,0
6383,10632,1
7958,692,1
9916,6722,1
12124,881,0
7956,5803,0
7956,4485,1
5834,6842,1
7958,3462,1
2558,11493,1
2991,1554,0
1345,12033,0
475,6359,0
10590,8068,0
5710,9914,0
9925,11795,1
3774,7526,0
8986,10661,1
1355,6587,0
6383,6281,1
3586,1906,0
4622,6027,1
2987,7534,0
6374,1060,0
12378,9952,0
11078,8500,1
9995,11860,1
7840,6483,0
6377,11874,0
2281,9038,1
3258,11012,0
2447,252,0
10499,4500,1
6657,12348,0
10620,5858,0
9735,3752,0
5837,3358,0
5710,6129,1
6663,11029,1
2921,7577,1
4309,3785,0
3133,6899,1
5667,1278,0
12083,9,0
11833,7478,1
12378,10040,1
3648,10504,0
